Faction,Tier,Name,Rarity,Type,Eng,Tac,Sci,Bonus,Trait
Universal,6,Lukari Dranuur Scout Ship [T6],Ultra Rare,Sci,21,50,55,+8 SCI per EngShip or TacShip,Proto Spill
Universal,6,Lukari Ho'kuun Science Vessel (T6),Ultra Rare,Sci,42,20,64,+10 SCI per SciShip,Protomatter Capacitor
Universal,6,Mirror Temporal Dreadnought [T6],Ultra Rare,Sci,34,32,60,+10 SCI per SciShip,Unstable Anomalies
Universal,6,Na'kuhl Daemosh Science Vessel (T6),Ultra Rare,Sci,32,40,54,+35 SCI when Alone,Scavenger Beam
Universal,6,Paradox Temporal Dreadnought (T6),Ultra Rare,Sci,34,32,60,+10 SCI per SciShip,Exotic Modulation
Universal,6,Son'a Collector Science Dreadnought (T6),Ultra Rare,Sci,32,23,71,+8 TAC and ENG per TacShip,Collect And Consume
Universal,6,Son'a Command Science Vessel (T6),Ultra Rare,Sci,38,24,64,+8 SCI per EngShip or TacShip,Kick Them While They're Down
Universal,6,Sphere Builder Edoulg Science Vessel [T6],Ultra Rare,Sci,24,44,58,2.5x Critical Rating from SCI,Delphic Phasing
Universal,6,Temporal Multi-Mission Science Vessel [T6],Very Rare,Sci,32,29,56,Ignores +/- SCI from Events,Particle Feedback Loop
Universal,6,R.R.W. Zdenia,Epic,Tac,23,61,51,+15 ENG and TAC per Any Ship,
Universal,6,U.S.S. Appalachia,Epic,Tac,38,75,22,Ignores +/- TAC from Events and +8 TAC per Any Ship,
Universal,6,Amarie-class Smuggler's Heavy Escort (T6),Ultra Rare,Tac,20,62,44,Ignores +/- ENG from Events,Reverberation
Universal,6,Bajoran Interceptor [T6],Ultra Rare,Tac,26,59,41,+10 TAC per TacShip,Harrying Maneuvers
Universal,6,Breen Chel Boalg Warship (T6),Ultra Rare,Tac,40,53,33,+10 TAC per EngShip,Cryonic Siphon
Universal,6,Breen Plesh Tral Heavy Raider [T6],Ultra Rare,Tac,24,72,30,+8 SCI and ENG per TacShip,Cold-hearted
Universal,6,Ferengi Nandi Warship (T6),Ultra Rare,Tac,22,60,44,-10% Maintenance per EngShip or SciShip,Greedy Emitters
Universal,6,Hazari Destroyer (T6),Ultra Rare,Tac,30,66,30,+8 ENG and SCI per EngShip,Partners In Arms
Universal,6,Herald Baltim Heavy Raider (T6),Ultra Rare,Tac,37,57,32,+15 ENG and SCI when Alone,Waylay
Universal,6,Herald Vonph Dreadnought Carrier (T6),Ultra Rare,Tac,26,68,32,+35 ENG when Alone,Peak Efficiency
Universal,6,Husnock Warship (T6),Ultra Rare,Tac,44,60,22,+20 TAC and ENG when Alone,Directed Energy Flux
Universal,6,Jem'Hadar Heavy Escort Carrier [T6],Ultra Rare,Tac,42,60,24,Ignores +/- TAC from Events,Tactical Analysis
Universal,6,Jem'Hadar Recon Ship (T6),Ultra Rare,Tac,32,78,16,2.5x Critical Rating from TAC,Go For The Kill
Universal,6,Jem'Hadar Strike Ship (T6),Ultra Rare,Tac,35,75,16,Ignores +/- TAC from Events,Go For The Kill
Universal,6,Jem'Hadar Dreadnought Carrier (T6),Ultra Rare,Tac,49,55,22,+35 TAC when Alone,Dominion Coordination
Universal,6,Kelvin Timeline D4x Pilot Raider (T6),Ultra Rare,Tac,34,60,32,+10 TAC per EngShip,Standoff
Universal,6,Krenim Imperium Warship (T6),Ultra Rare,Tac,26,66,34,+10 TAC per SciShip,Potentiality
Universal,6,Miradorn Theta Class Heavy Raider (T6),Ultra Rare,Tac,24,65,37,+20 TAC and SCI when alone,Advantageous Positioning
Universal,6,Na'kuhl Tadaari Raider (T6),Ultra Rare,Tac,29,60,37,Ignores +/- SCI from Events,Spoils Of The Victor
Universal,6,Sphere Builder Denuos Dreadnought Carrier (T6),Ultra Rare,Tac,35,53,38,2.5x Critical Rating from TAC,Delphic Shockwave
Universal,6,Tzenkethi Shuk-din Escort (T6),Ultra Rare,Tac,26,55,45,+10 TAC per SciShip,Symmetry
Universal,6,Vaadwaur Manasa Assault Escort (T6),Ultra Rare,Tac,42,64,20,+10 ENG per EngShip,Frontal Assault
Universal,6,Vorgon Xyfius Heavy Escort (T6),Ultra Rare,Tac,41,63,22,+15 ENG per TacShip,Harasser Mines
Universal,6,Xindi-Aquatic Briostrys Dreadnought Carrier (T6),Ultra Rare,Tac,34,58,34,2.5x Critical Rating from SCI,Kemocite Overload
Universal,6,Xindi-Insectoid Olaen Heavy Escort Carrier (T6),Ultra Rare,Tac,31,62,33,+10 TAC per EngShip,Council Of Thought
Universal,6,Xindi-Reptilian Sistruus Escort (T6),Ultra Rare,Tac,35,69,22,+10 TAC per EngShip,Self-replicating Hull
Universal,6,Tal Shiar Adapted Destroyer (T6),Ultra Rare,Tac,32,54,41,+10 SCI per EngShip,Synergistic Tactical Systems
Universal,6,Temporal Raider [T6],Very Rare,Tac,32,55,30,Ignores +/- TAC from Events,Regroup
Universal,6,Cardassian Intel Science Dreadnought [T6],Very Rare,Sci,23,34,60,Ignore +/- SCI from Events,Photonic Diversion
Universal,6,Cardassian Intel Flight-Deck Cruiser [T6],Very Rare,Eng,66,29,22,Ignore +/- ENG from Events,Calm Before The Storm
Universal,6,Cardassian Intel Escort [T6],Very Rare,Tac,16,56,45,Ignore +/- TAC from Events,Preparedness
JemHadar,6,Jem'Hadar Vanguard Carrier [T6],Very Rare,Sci,20,34,63,2.5x Critical Rating from SCI,Dampen Energy Signatures
JemHadar,6,Jem'Hadar Vanguard Dreadnought Cruiser [T6],Very Rare,Eng,60,34,23,2.5x Critical Rating from ENG,Team Synergy
JemHadar,6,Jem'Hadar Vanguard Warship [T6],Very Rare,Tac,38,61,18,2.5x Critical Rating from TAC,Tricks of the Trade
JemHadar,6,Jem'Hadar Vanguard Heavy Raider [T6],Very Rare,Tac,30,47,40,Ignore +/- TAC from Events,Press the Advantage
JemHadar,5,Jem'Hadar Escort [T5-U],Common,Tac,23,42,10,1.5x Critical Rating from All Stats,
JemHadar,0,Jem'Hadar Fighter,Common,Smc,2,3,1,+10 ALL Stats per ANY Ship (Not Small Craft),
Universal,6,C.U.V. Tain,Epic,Sci,66,29,40,2.5x Critical Rating from Events,
Universal,6,Jem'Hadar Light Battlecruiser [T6],Ultra Rare,Tac,57,45,24,+8 TAC and SCI per TacShip,Obedience is Victory
Universal,6,Marquis Raider [T6],Ultra Rare,Tac,35,56,35,+20 ENG and SCI when Alone,Badlands Tactics
Universal,6,Odo's Flagship,Epic,Sci,69,40,26,4x Critical Rating from ENG,
Universal,6,U.S.S. Sally Ride,Epic,Sci,28,28,79,+20 SCI per ANY Ship (Not Small Craft),
Universal,6,Vorgon Ytijara Dreadnought Cruiser [T6],Ultra Rare,Eng,52,30,44,+10 SCI per EngShip,S.I.F. Burst
Federation,6,Recon Destroyer [T6],Rare,Tac,19,52,37,+10 SCI per TacShip,Jubilant Cadence
Federation,6,Fleet Recon Destroyer [T6],Very Rare,Tac,20,58,39,+35 SCI when Alone,
Klingon,6,Recon Raptor [T6],Rare,Tac,19,52,37,+10 SCI per TacShip,Jubilant Cadence
Klingon,6,Fleet Recon Raptor [T6],Very Rare,Tac,20,58,39,+35 SCI when Alone,
